,locality,Year,house price
3256,BALWYN,2013,1530000
3257,BALWYN NORTH,2013,1240000
3258,BANNOCKBURN,2013,370000
3259,BARANDUDA,2013,345000
3260,BARNAWARTHA,2013,245000
3261,BARWON HEADS,2013,742500
3262,BAXTER,2013,330500
3263,BAYSWATER,2013,458500
3264,BAYSWATER NORTH,2013,468500
3265,BEACONSFIELD,2013,486500
3266,BEACONSFIELD UPPER,2013,470000
3267,BEAUFORT,2013,186000
3268,BEAUMARIS,2013,1074000
3269,BEEAC,2013,157500
3270,BEECHWORTH,2013,295000
3271,BELGRAVE,2013,410000
3272,BELGRAVE HEIGHTS,2013,430000
3273,BELGRAVE SOUTH,2013,548000
3274,BELL PARK,2013,314000
3275,BELL POST HILL,2013,328000
3276,BELLBRIDGE,2013,297500
3277,BELLFIELD (BANYULE),2013,516000
3278,BELMONT,2013,360000
3279,BENALLA,2013,228000
3280,BENDIGO,2013,340000
3281,BENTLEIGH,2013,900000
3282,BENTLEIGH EAST,2013,750000
3283,BERWICK,2013,453000
3284,BEULAH,2013,42500
3285,BEVERIDGE,2013,396000
3286,BIRCHIP,2013,120000
3287,BIRREGURRA,2013,255000
3288,BITTERN,2013,402000
3289,BLACK HILL,2013,283500
3290,BLACK ROCK,2013,1225000
3291,BLACKBURN,2013,860500
3292,BLACKBURN NORTH,2013,692000
3293,BLACKBURN SOUTH,2013,697500
3294,BLACKWOOD,2013,310000
3295,BLAIRGOWRIE,2013,609000
3296,BLIND BIGHT,2013,362500
3297,BONBEACH,2013,580000
3298,BONNIE DOON,2013,250000
3299,BONSHAW,2013,-
3300,BOOLARRA,2013,196500
3301,BOORT,2013,157500
3302,BORONIA,2013,459500
3303,BOTANIC RIDGE,2013,492000
3304,BOX HILL,2013,855000
3305,BOX HILL NORTH,2013,746000
3306,BOX HILL SOUTH,2013,785000
3307,BRAYBROOK,2013,424000
3308,BREAKWATER,2013,255000
3309,BRIAGOLONG,2013,226000
3310,BRIAR HILL,2013,572500
3311,BRIGHT,2013,325000
3312,BRIGHTON,2013,1802500
3313,BRIGHTON EAST,2013,1230000
3314,BROADFORD,2013,291000
3315,BROADMEADOWS,2013,325000
3316,BROOKFIELD,2013,330000
3317,BROOKLYN,2013,491500
3318,BROWN HILL,2013,310000
3319,BRUNSWICK,2013,750000
3320,BRUNSWICK EAST,2013,767000
3321,BRUNSWICK WEST,2013,745000
3322,BRUTHEN,2013,198000
3323,BULLEEN,2013,780000
3324,BUNDALONG,2013,337500
3325,BUNDOORA,2013,530000
3326,BUNINYONG,2013,349000
3327,BUNYIP,2013,332500
3328,BURNLEY,2013,836000
3329,BURNSIDE,2013,390000
3330,BURNSIDE HEIGHTS,2013,427000
3331,BURWOOD,2013,780000
3332,BURWOOD EAST,2013,685500
3333,CAIRNLEA,2013,480000
3334,CALIFORNIA GULLY,2013,252500
3335,CAMBERWELL,2013,1382000
3336,CAMPBELLFIELD,2013,330000
3337,CAMPBELLS CREEK,2013,382000
3338,CAMPERDOWN,2013,220000
3339,CANADIAN,2013,322500
3340,CANN RIVER,2013,140000
3341,CANTERBURY,2013,1950000
3342,CAPE PATERSON,2013,337000
3343,CAPE SCHANCK,2013,620000
3344,CAPEL SOUND,2013,350000
3345,CARISBROOK,2013,218500
3346,CARLTON,2013,1002500
3347,CARLTON NORTH,2013,890500
3348,CARNEGIE,2013,865000
3349,CAROLINE SPRINGS,2013,435000
3350,CARRUM,2013,510000
3351,CARRUM DOWNS,2013,330000
3352,CASTERTON,2013,97500
3353,CASTLEMAINE,2013,372500
3354,CAULFIELD,2013,1172500
3355,CAULFIELD EAST,2013,845000
3356,CAULFIELD NORTH,2013,1415000
3357,CAULFIELD SOUTH,2013,1050000
3358,CHADSTONE,2013,719000
3359,CHARLEMONT,2013,560000
3360,CHARLTON,2013,120000
3361,CHELSEA,2013,577500
3362,CHELSEA HEIGHTS,2013,465000
3363,CHELTENHAM,2013,695000
3364,CHELTENHAM EAST,2013,600000
3365,CHELTENHAM NORTH,2013,584000
3366,CHEWTON,2013,312500
3367,CHILTERN,2013,171500
3368,CHIRNSIDE PARK,2013,450000
3369,CHUM CREEK,2013,350000
3370,CHURCHILL,2013,182000
3371,CLARINDA,2013,525000
3372,CLAYTON,2013,645000
3373,CLAYTON NORTH,2013,630000
3374,CLAYTON SOUTH,2013,522500
3375,CLIFTON HILL,2013,865000
3376,CLIFTON SPRINGS,2013,336000
3377,CLUNES,2013,219000
3378,CLYDE,2013,397000
3379,CLYDE NORTH,2013,409000
3380,COBBLEBANK,2013,335500
3381,COBDEN,2013,162500
3382,COBRAM,2013,218000
3383,COBURG,2013,633000
3384,COBURG EAST,2013,560000
3385,COBURG NORTH,2013,538500
3386,COCKATOO,2013,355000
3387,COHUNA,2013,139000
3388,COLAC,2013,226500
3389,COLDSTREAM,2013,385000
3390,COLERAINE,2013,118000
3391,COLLINGWOOD,2013,741000
3392,CONNEWARRE,2013,612500
3393,COOLAROO,2013,290000
3394,COONANS HILL,2013,655000
3395,COONGULLA,2013,150000
3396,CORINELLA,2013,330000
3397,CORIO,2013,230000
3398,CORONET BAY,2013,251000
3399,CORRYONG,2013,166500
3400,COWES,2013,387500
3401,COWES WEST,2013,320000
3402,CRAIGIEBURN,2013,360000
3403,CRANBOURNE,2013,315000
3404,CRANBOURNE EAST,2013,390000
3405,CRANBOURNE NORTH,2013,370000
3406,CRANBOURNE WEST,2013,330000
3407,CREMORNE,2013,821000
3408,CRESWICK,2013,245000
3409,CRIB POINT,2013,355000
3410,CROYDON,2013,470000
3411,CROYDON HILLS,2013,571500
3412,CROYDON NORTH,2013,540500
3413,CROYDON SOUTH,2013,442000
3414,CURLEWIS,2013,387000
3415,DALLAS,2013,280000
3416,DALYSTON,2013,245000
3417,DANDENONG,2013,405000
3418,DANDENONG NORTH,2013,390000
3419,DARLEY,2013,330500
3420,DARTMOOR,2013,64000
3421,DAYLESFORD,2013,385000
3422,DEANSIDE,2013,-
3423,DEEPDENE,2013,1981000
3424,DEER PARK,2013,348000
3425,DELACOMBE,2013,280000
3426,DELAHEY,2013,372500
3427,DENNINGTON,2013,320000
3428,DERRIMUT,2013,417000
3429,DERRINALLUM,2013,97000
3430,DIAMOND CREEK,2013,513000
3431,DIGGERS REST,2013,280000
3432,DIMBOOLA,2013,89000
3433,DINGLEY VILLAGE,2013,553500
3434,DINNER PLAIN,2013,390000
3435,DONALD,2013,140000
3436,DONCASTER,2013,850000
3437,DONCASTER EAST,2013,789000
3438,DONVALE,2013,735000
3439,DOREEN,2013,415000
3440,DOVETON,2013,302000
3441,DROMANA,2013,462000
3442,DROUIN,2013,300000
3443,DRYSDALE,2013,385000
3444,DUNKELD,2013,210000
3445,DUNOLLY,2013,182500
3446,EAGLE POINT,2013,227000
3447,EAGLEHAWK,2013,264000
3448,EAGLEMONT,2013,1340000
3449,EAST BAIRNSDALE,2013,226000
3450,EAST BENDIGO,2013,285000
3451,EAST GEELONG,2013,450000
3452,EAST MELBOURNE,2013,1790000
3453,EAST WARBURTON,2013,289500
3454,EASTWOOD,2013,335000
3455,ECHUCA,2013,285000
3456,EDENHOPE,2013,160000
3457,EDITHVALE,2013,615000
3458,EILDON,2013,210000
3459,ELLIMINYT,2013,332000
3460,ELMORE,2013,184000
3461,ELSTERNWICK,2013,1365000
3462,ELTHAM,2013,631500
3463,ELTHAM NORTH,2013,622000
3464,ELWOOD,2013,1346000
3465,EMERALD,2013,440000
3466,ENDEAVOUR HILLS,2013,400000
3467,EPPING,2013,366500
3468,EPSOM,2013,322500
3469,ESSENDON,2013,870000
3470,ESSENDON NORTH,2013,725000
3471,ESSENDON WEST,2013,720000
3472,EUMEMMERRING,2013,353000
3473,EUREKA,2013,243500
3474,EUROA,2013,208000
3475,EYNESBURY,2013,390500
3476,FAIRFIELD,2013,915000
3477,FAIRHAVEN,2013,785000
3478,FAWKNER,2013,410000
3479,FERNTREE GULLY,2013,451000
3480,FERNY CREEK,2013,497500
3481,FINGAL,2013,677500
3482,FITZROY,2013,945000
3483,FITZROY NORTH,2013,976000
3484,FIVEWAYS,2013,355000
3485,FLEMINGTON,2013,735500
3486,FLINDERS,2013,765000
3487,FLORA HILL,2013,310000
3488,FLOWERDALE,2013,292500
3489,FOOTSCRAY,2013,600000
3490,FOREST HILL,2013,650500
3491,FOSTER,2013,298000
3492,FRANKSTON,2013,350000
3493,FRANKSTON NORTH,2013,255000
3494,FRANKSTON SOUTH,2013,535000
3495,FRASER RISE,2013,455000
3496,FYANSFORD,2013,386500
3497,GARDEN CITY,2013,1055000
3498,GARDENVALE,2013,1150000
3499,GARFIELD,2013,405000
3500,GEELONG,2013,500000
3501,GEELONG WEST,2013,440000
3502,GEMBROOK,2013,344000
3503,GISBORNE,2013,496000
3504,GLADSTONE PARK,2013,392500
3505,GLEN HUNTLY,2013,977500
3506,GLEN IRIS,2013,1310000
3507,GLEN WAVERLEY,2013,815000
3508,GLENGARRY,2013,232500
3509,GLENROWAN,2013,230000
3510,GLENROY,2013,454000
3511,GOLDEN BEACH,2013,169500
3512,GOLDEN POINT (BALLARAT),2013,265000
3513,GOLDEN SQUARE,2013,295000
3514,GORDON,2013,278500
3515,GOUGHS BAY,2013,257500
3516,GOWANBRAE,2013,616500
3517,GRANTVILLE,2013,215000
3518,GREEN LAKE,2013,262500
3519,GREENSBOROUGH,2013,534000
3520,GREENVALE,2013,550000
3521,GROVEDALE,2013,352000
3522,HADFIELD,2013,461500
3523,HALLAM,2013,362500
3524,HALLS GAP,2013,184500
3525,HAMILTON,2013,192500
3526,HAMLYN HEIGHTS,2013,363500
3527,HAMPTON,2013,1270000
3528,HAMPTON EAST,2013,770000
3529,HAMPTON PARK,2013,330000
3530,HARKNESS,2013,330000
3531,HASTINGS,2013,345000
3532,HASTINGS WEST,2013,280000
3533,HAWTHORN,2013,1575000
3534,HAWTHORN EAST,2013,1247500
3535,HEALESVILLE,2013,385500
3536,HEATHCOTE,2013,227500
3537,HEATHERTON,2013,630000
3538,HEATHMONT,2013,589000
3539,HEIDELBERG,2013,772500
3540,HEIDELBERG HEIGHTS,2013,536500
3541,HEIDELBERG WEST,2013,425500
3542,HEPBURN,2013,291000
3543,HEPBURN SPRINGS,2013,340000
3544,HERNE HILL,2013,350000
3545,HEYFIELD,2013,200000
3546,HEYWOOD,2013,142000
3547,HIGHETT,2013,750000
3548,HIGHTON,2013,477500
3549,HILLSIDE (MELTON),2013,430000
3550,HOPETOUN,2013,88000
3551,HOPPERS CROSSING,2013,321500
3552,HORSHAM,2013,215000
3553,HUGHESDALE,2013,820000
3554,HUNTINGDALE,2013,659000
3555,HUNTLY,2013,337500
3556,HURSTBRIDGE,2013,482000
3557,INDENTED HEAD,2013,390000
3558,INGLEWOOD,2013,160000
3559,INVERLEIGH,2013,319500
3560,INVERLOCH,2013,431000
3561,INVERMAY PARK,2013,378000
3562,IRONBARK,2013,277000
3563,IRYMPLE,2013,248000
3564,IVANHOE,2013,1100000
3565,IVANHOE EAST,2013,1310000
3566,JACANA,2013,334000
3567,JACKASS FLAT,2013,287500
3568,JAMIESON,2013,205000
3569,JAN JUC,2013,555000
3570,JEERALANG NORTH,2013,145500
3571,JEPARIT,2013,80500
3572,JUNCTION VILLAGE,2013,312000
3573,JUNORTOUN,2013,490000
3574,KALIMNA,2013,230000
3575,KALKALLO,2013,450000
3576,KALLISTA,2013,425000
3577,KALORAMA,2013,442500
3578,KANGAROO FLAT,2013,292500
3579,KANGAROO GROUND SOUTH,2013,615000
3580,KANIVA,2013,75000
3581,KEALBA,2013,370000
3582,KEILOR,2013,572500
3583,KEILOR DOWNS,2013,403500
3584,KEILOR EAST,2013,560000
3585,KEILOR LODGE,2013,490000
3586,KEILOR PARK,2013,455000
3587,KENNINGTON,2013,351500
3588,KENSINGTON,2013,690000
3589,KERANG,2013,152000
3590,KEW,2013,1751000
3591,KEW EAST,2013,1210000
3592,KEW NORTH,2013,1260000
3593,KEYSBOROUGH,2013,435000
3594,KIALLA,2013,360000
3595,KILCUNDA,2013,375000
3596,KILLARA (WODONGA),2013,351000
3597,KILMORE,2013,327500
3598,KILSYTH,2013,435000
3599,KILSYTH SOUTH,2013,542500
3600,KINGLAKE,2013,330000
3601,KINGS PARK,2013,315000
3602,KINGSBURY,2013,470000
3603,KINGSVILLE,2013,635000
3604,KNOXFIELD,2013,500000
3605,KOO WEE RUP,2013,315000
3606,KOONDROOK,2013,147500
3607,KOROIT,2013,275000
3608,KORUMBURRA,2013,236000
3609,KURUNJANG,2013,287000
3610,KYABRAM,2013,237000
3611,KYNETON,2013,369000
3612,LAKE BOGA,2013,200000
3613,LAKE GARDENS,2013,445000
3614,LAKE TYERS BEACH,2013,270000
3615,LAKE WENDOUREE,2013,634000
3616,LAKES ENTRANCE,2013,269500
3617,LALOR,2013,365000
3618,LANCEFIELD,2013,377500
3619,LANG LANG,2013,285000
3620,LANGWARRIN,2013,385000
3621,LARA,2013,350000
3622,LARA LAKE,2013,363500
3623,LAUNCHING PLACE,2013,330000
3624,LAVERTON,2013,325000
3625,LAVERTON SOUTH,2013,392500
3626,LEARMONTH,2013,220000
3627,LENEVA,2013,361500
3628,LEONGATHA,2013,300000
3629,LEOPOLD,2013,360000
3630,LILYDALE,2013,469000
3631,LINTON,2013,163500
3632,LISMORE,2013,110000
3633,LOCH SPORT,2013,166000
3634,LOCKINGTON,2013,175000
3635,LONG GULLY,2013,230000
3636,LONGWARRY,2013,289500
3637,LORNE,2013,840000
3638,LOVELY BANKS,2013,360500
3639,LOWER PLENTY,2013,680500
3640,LUCAS,2013,348000
3641,LUCKNOW,2013,235000
3642,LYNBROOK,2013,430000
3643,LYNDHURST,2013,465000
3644,LYSTERFIELD,2013,681500
3645,LYSTERFIELD SOUTH,2013,931500
3646,MACEDON,2013,490000
3647,MACLEOD,2013,647500
3648,MACS COVE,2013,244000
3649,MADDINGLEY,2013,316500
3650,MAFFRA,2013,229000
3651,MAIDEN GULLY,2013,440000
3652,MAIDSTONE,2013,535000
3653,MALDON,2013,315000
3654,MALLACOOTA,2013,285000
3655,MALMSBURY,2013,292500
3656,MALVERN,2013,1508500
3657,MALVERN EAST,2013,1200000
3658,MANANGATANG,2013,58500
3659,MANIFOLD HEIGHTS,2013,532500
3660,MANOR LAKES,2013,340500
3661,MANSFIELD,2013,364000
3662,MARENGO,2013,750000
3663,MARIBYRNONG,2013,714000
3664,MARONG,2013,310000
3665,MARSHALL,2013,360000
3666,MARYBOROUGH,2013,194000
3667,MARYSVILLE,2013,180000
3668,MCCRAE,2013,530000
3669,MCKENZIE HILL,2013,397000
3670,MCKINNON,2013,1025000
3671,MEADOW HEIGHTS,2013,317000
3672,MELTON,2013,245000
3673,MELTON SOUTH,2013,230000
3674,MELTON WEST,2013,285500
3675,MENTONE,2013,705000
3676,MENZIES CREEK,2013,515000
3677,MERBEIN,2013,140500
3678,MERINDA PARK,2013,310000
3679,MERNDA,2013,375000
3680,MERRIJIG (MANSFIELD),2013,332500
3681,METUNG,2013,337500
3682,MICKLEHAM,2013,213000
3683,MIDDLE PARK,2013,1587500
3684,MILDURA,2013,225500
3685,MILL PARK,2013,408000
3686,MILLGROVE,2013,245000
3687,MINERS REST,2013,330000
3688,MINYIP,2013,73500
3689,MIRBOO NORTH,2013,265000
3690,MITCHAM,2013,650000
3691,MITCHELL PARK,2013,267000
3692,MOE,2013,155000
3693,MONBULK,2013,395000
3694,MONT ALBERT,2013,1316000
3695,MONT ALBERT NORTH,2013,995000
3696,MONTMORENCY,2013,570000
3697,MONTROSE,2013,445000
3698,MOONEE PONDS,2013,830500
3699,MOORABBIN,2013,682000
3700,MOOROOLBARK,2013,440000
3701,MOOROOPNA,2013,207500
3702,MORDIALLOC,2013,680000
3703,MORNINGTON,2013,525000
3704,MORTLAKE,2013,129500
3705,MORWELL,2013,160000
3706,MOUNT BEAUTY,2013,180000
3707,MOUNT CLEAR,2013,286000
3708,MOUNT DANDENONG,2013,450000
3709,MOUNT DUNEED,2013,286000
3710,MOUNT ELIZA,2013,750000
3711,MOUNT EVELYN,2013,406000
3712,MOUNT HELEN,2013,344000
3713,MOUNT MACEDON,2013,662500
3714,MOUNT MARTHA,2013,727500
3715,MOUNT PLEASANT,2013,276500
3716,MOUNT WAVERLEY,2013,820000
3717,MULGRAVE,2013,577500
3718,MURCHISON,2013,186000
3719,MURRUMBEENA,2013,870000
3720,MURTOA,2013,95000
3721,MYRTLEFORD,2013,220000
3722,NAGAMBIE,2013,312500
3723,NARRE WARREN,2013,370000
3724,NARRE WARREN NORTH,2013,685000
3725,NARRE WARREN SOUTH,2013,410000
3726,NATHALIA,2013,165000
3727,NATIMUK,2013,166000
3728,NEERIM SOUTH,2013,340000
3729,NELSON,2013,224000
3730,NERRINA,2013,455000
3731,NEW GISBORNE,2013,500000
3732,NEWBOROUGH,2013,213000
3733,NEWCOMB,2013,280000
3734,NEWINGTON,2013,320000
3735,NEWLANDS ARM,2013,320000
3736,NEWPORT,2013,695000
3737,NEWSTEAD,2013,300000
3738,NEWTOWN (GREATER GEELONG),2013,570000
3739,NHILL,2013,110000
3740,NICHOLS POINT,2013,316500
3741,NIDDRIE,2013,700000
3742,NOBLE PARK,2013,400000
3743,NOBLE PARK NORTH,2013,383000
3744,NOOJEE,2013,167000
3745,NORLANE,2013,202500
3746,NORTH BENDIGO,2013,271000
3747,NORTH GEELONG,2013,277000
3748,NORTH MELBOURNE,2013,802500
3749,NORTH WONTHAGGI,2013,230000
3750,NORTHCOTE,2013,818000
3751,NOTTING HILL,2013,566500
3752,NUMURKAH,2013,195000
3753,NUNAWADING,2013,637500
3754,NYAH WEST,2013,94000
3755,NYORA,2013,222500
3756,OAK PARK,2013,576500
3757,OAKLEIGH,2013,753500
3758,OAKLEIGH EAST,2013,672000
3759,OAKLEIGH SOUTH,2013,603000
3760,OCEAN GROVE,2013,459000
3761,OFFICER,2013,342000
3762,OFFICER SOUTH,2013,-
3763,OLINDA,2013,496000
3764,ORBOST,2013,156000
3765,ORMOND,2013,997500
3766,OSBORNE,2013,530000
3767,OUYEN,2013,75000
3768,PAKENHAM,2013,335000
3769,PARADISE BEACH,2013,163500
3770,PARK ORCHARDS,2013,952500
3771,PARKDALE,2013,760000
3772,PARKVILLE,2013,1200000
3773,PASCOE VALE,2013,580000
3774,PASCOE VALE SOUTH,2013,645500
3775,PATTERSON GARDENS,2013,620000
3776,PATTERSON LAKES,2013,645000
3777,PAYNESVILLE,2013,283000
3778,PEARCEDALE,2013,385000
3779,PENSHURST,2013,144000
3780,PETERBOROUGH,2013,287500
3781,PIONEER BAY,2013,200000
3782,PLENTY,2013,773000
3783,POINT COOK,2013,450000
3784,POINT LONSDALE,2013,700000
3785,POOWONG,2013,215000
3786,POREPUNKAH,2013,347000
3787,PORT ALBERT,2013,262500
3788,PORT FAIRY,2013,400000
3789,PORT FRANKLIN,2013,190000
3790,PORT MELBOURNE,2013,995000
3791,PORT WELSHPOOL,2013,201500
3792,PORTARLINGTON,2013,390000
3793,PORTLAND,2013,235000
3794,PORTLAND NORTH,2013,300000
3795,PORTSEA,2013,1195000
3796,PRAHRAN,2013,990000
3797,PRESTON,2013,632500
3798,PRINCES HILL,2013,1216500
3799,PYRAMID HILL,2013,112500
3800,QUARRY HILL,2013,385000
3801,QUEENSCLIFF,2013,630000
3802,RAINBOW,2013,62000
3803,RAWSON,2013,160500
3804,RAYMOND ISLAND,2013,297500
3805,RED CLIFFS,2013,163000
3806,REDAN,2013,250000
3807,RESEARCH,2013,605500
3808,RESERVOIR,2013,510000
3809,RHYLL,2013,393000
3810,RICHMOND,2013,900000
3811,RIDDELLS CREEK,2013,450000
3812,RINGWOOD,2013,551000
3813,RINGWOOD EAST,2013,547000
3814,RINGWOOD NORTH,2013,631000
3815,RIPPLESIDE,2013,585000
3816,ROBINVALE,2013,150000
3817,ROCHESTER,2013,189500
3818,ROCKBANK,2013,309000
3819,ROMSEY,2013,387500
3820,ROSANNA,2013,717500
3821,ROSEBUD,2013,366000
3822,ROSEBUD SOUTH,2013,425000
3823,ROSEDALE,2013,215000
3824,ROWVILLE,2013,570000
3825,ROXBURGH PARK,2013,365000
3826,RUSHWORTH,2013,161000
3827,RUTHERGLEN,2013,232000
3828,RYE,2013,425000
3829,SAFETY BEACH,2013,515000
3830,SAILORS GULLY,2013,253000
3831,SALE,2013,290000
3832,SAN REMO,2013,410000
3833,SANCTUARY LAKES,2013,480000
3834,SANDHURST,2013,545000
3835,SANDRINGHAM,2013,1210000
3836,SANDY POINT,2013,352500
3837,SASSAFRAS,2013,632500
3838,SCORESBY,2013,509000
3839,SEA LAKE,2013,80000
3840,SEABROOK,2013,422500
3841,SEAFORD,2013,419000
3842,SEAHOLME,2013,641000
3843,SEASPRAY,2013,152000
3844,SEBASTOPOL,2013,242000
3845,SEDDON,2013,675000
3846,SELBY,2013,420000
3847,SEVILLE,2013,400000
3848,SEVILLE EAST,2013,339500
3849,SEYMOUR,2013,220000
3850,SHEPPARTON,2013,247000
3851,SHEPPARTON NORTH,2013,346000
3852,SHOREHAM,2013,607000
3853,SILVERLEAVES,2013,508000
3854,SKENES CREEK,2013,465000
3855,SKIPTON,2013,155000
3856,SKYE,2013,395000
3857,SMITHS BEACH,2013,372500
3858,SMYTHESDALE,2013,260000
3859,SOLDIERS HILL,2013,283000
3860,SOMERS,2013,657500
3861,SOMERVILLE,2013,385000
3862,SORRENTO,2013,770000
3863,SOUTH DUDLEY,2013,192000
3864,SOUTH GEELONG,2013,420500
3865,SOUTH KINGSVILLE,2013,619500
3866,SOUTH MELBOURNE,2013,1030000
3867,SOUTH MORANG,2013,415000
3868,SOUTH YARRA,2013,1352500
3869,SPOTSWOOD,2013,680000
3870,SPRING GULLY,2013,345000
3871,SPRINGVALE,2013,451500
3872,SPRINGVALE SOUTH,2013,430000
3873,ST ALBANS,2013,350000
3874,ST ALBANS PARK,2013,335000
3875,ST ANDREWS BEACH,2013,480000
3876,ST ARNAUD,2013,140000
3877,ST HELENA,2013,612500
3878,ST KILDA,2013,892000
3879,ST KILDA EAST,2013,1050500
3880,ST KILDA WEST,2013,1142500
3881,ST LEONARDS,2013,350000
3882,STANHOPE,2013,150000
3883,STAWELL,2013,162500
3884,STRATFORD,2013,230000
3885,STRATHDALE,2013,392500
3886,STRATHFIELDSAYE,2013,377000
3887,STRATHMERTON,2013,166000
3888,STRATHMORE,2013,827500
3889,STRATHMORE HEIGHTS,2013,621000
3890,STRATHTULLOH,2013,350000
3891,STUDFIELD,2013,532500
3892,SUNBURY,2013,355000
3893,SUNDERLAND BAY,2013,324500
3894,SUNNYCLIFFS,2013,195000
3895,SUNSET STRIP,2013,301500
3896,SUNSHINE,2013,435000
3897,SUNSHINE NORTH,2013,400000
3898,SUNSHINE WEST,2013,384500
3899,SURF BEACH,2013,375000
3900,SURREY HILLS,2013,1323000
3901,SWAN HILL,2013,225000
3902,SYDENHAM,2013,425000
3903,SYNDAL,2013,950500
3904,TALLANGATTA,2013,154000
3905,TARNEIT,2013,370000
3906,TATURA,2013,230000
3907,TAWONGA,2013,310000
3908,TAWONGA SOUTH,2013,219500
3909,TAYLORS HILL,2013,487500
3910,TAYLORS LAKES,2013,490000
3911,TECOMA,2013,415000
3912,TEMPLESTOWE,2013,865000
3913,TEMPLESTOWE LOWER,2013,750000
3914,TERANG,2013,161500
3915,THE BASIN,2013,430000
3916,THE HONEYSUCKLES,2013,214000
3917,THE PATCH,2013,393500
3918,THOMASTOWN,2013,390000
3919,THOMSON (GREATER GEELONG),2013,282000
3920,THORNBURY,2013,729000
3921,THORNHILL PARK,2013,-
3922,TIMBOON,2013,184000
3923,TONGALA,2013,185000
3924,TOONGABBIE,2013,234000
3925,TOORA,2013,171500
3926,TOORADIN,2013,420000
3927,TOORAK,2013,2875000
3928,TOOTGAROOK,2013,387000
3929,TORQUAY,2013,580000
3930,TRAFALGAR,2013,283000
3931,TRARALGON,2013,269000
3932,TRARALGON EAST,2013,435000
3933,TRAVANCORE,2013,905000
3934,TRENTHAM,2013,407500
3935,TRUGANINA,2013,360000
3936,TULLAMARINE,2013,395000
3937,TYABB,2013,370500
3938,TYLDEN,2013,338500
3939,UPPER FERNTREE GULLY,2013,435000
3940,UPWEY,2013,425000
3941,VENTNOR,2013,370000
3942,VENUS BAY,2013,242500
3943,VERMONT,2013,610000
3944,VERMONT SOUTH,2013,722500
3945,VIEWBANK,2013,630000
3946,VIOLET TOWN,2013,215000
3947,WAHGUNYAH,2013,190000
3948,WALKERVILLE,2013,279000
3949,WALLAN,2013,341500
3950,WALLAN EAST,2013,310000
3951,WANDANA HEIGHTS,2013,540000
3952,WANDIN NORTH,2013,407500
3953,WANGARATTA,2013,240000
3954,WANTIRNA,2013,576000
3955,WANTIRNA SOUTH,2013,579000
3956,WARBURTON,2013,310000
3957,WARNEET,2013,337000
3958,WARRACKNABEAL,2013,107500
3959,WARRAGUL,2013,315000
3960,WARRANDYTE,2013,640000
3961,WARRANWOOD,2013,603000
3962,WARRNAMBOOL,2013,325000
3963,WATERWAYS,2013,667000
3964,WATSONIA,2013,505000
3965,WATSONIA NORTH,2013,510000
3966,WATTLE GLEN,2013,475000
3967,WAURN PONDS,2013,446500
3968,WEDDERBURN,2013,154000
3969,WEIR VIEWS,2013,327500
3970,WENDOUREE,2013,243000
3971,WENDOUREE WEST,2013,200000
3972,WERRIBEE,2013,308500
3973,WERRIBEE SOUTH,2013,538000
3974,WESBURN,2013,312500
3975,WEST FOOTSCRAY,2013,553000
3976,WEST MELBOURNE,2013,905000
3977,WEST WODONGA,2013,272500
3978,WESTALL,2013,513500
3979,WESTGARTH,2013,920000
3980,WESTMEADOWS,2013,386500
3981,WHEELERS HILL,2013,740000
3982,WHITE HILLS,2013,280000
3983,WHITTINGTON,2013,259000
3984,WHITTLESEA,2013,375000
3985,WILLAURA,2013,80000
3986,WILLIAMS LANDING,2013,470000
3987,WILLIAMSTOWN,2013,920000
3988,WILLIAMSTOWN NORTH,2013,768000
3989,WIMBLEDON HEIGHTS,2013,271500
3990,WINCHELSEA,2013,287000
3991,WINDSOR,2013,835000
3992,WINTER VALLEY,2013,344500
3993,WODONGA,2013,282500
3994,WOLLERT,2013,400000
3995,WONGA PARK,2013,674500
3996,WONTHAGGI,2013,230000
3997,WOODEND,2013,470000
3998,WOOLAMAI WATERS,2013,349500
3999,WOORI YALLOCK,2013,330000
4000,WY YUNG,2013,285000
4001,WYCHEPROOF,2013,95000
4002,WYE RIVER,2013,813000
4003,WYNDHAM VALE,2013,288500
4004,YACKANDANDAH,2013,327500
4005,YALLAMBIE,2013,532500
4006,YALLOURN NORTH,2013,135000
4007,YARRA GLEN,2013,420000
4008,YARRA JUNCTION,2013,406500
4009,YARRAGON,2013,258000
4010,YARRAM,2013,190000
4011,YARRAVILLE,2013,696000
4012,YARRAWONGA,2013,302500
4013,YEA,2013,260000
4014,YINNAR,2013,220000
4015,ABBOTSFORD,2014,862500
4016,ABERFELDIE,2014,1045000
4017,AINTREE,2014,-
4018,AIREYS INLET,2014,625500
4019,AIRPORT WEST,2014,575000
4020,ALBANVALE,2014,326500
4021,ALBERT PARK,2014,1503000
4022,ALBION,2014,432000
4023,ALEXANDRA,2014,247500
4024,ALFREDTON,2014,362000
4025,ALLANSFORD,2014,242500
4026,ALPHINGTON,2014,1029000
4027,ALTONA,2014,646500
4028,ALTONA EAST,2014,605000
4029,ALTONA MEADOWS,2014,415000
4030,ALTONA NORTH,2014,555000
4031,ANGLESEA,2014,612500
4032,APOLLO BAY,2014,460000
4033,ARARAT,2014,200000
4034,ARDEER,2014,360000
4035,ARMADALE,2014,1750000
4036,ARMSTRONG CREEK,2014,441500
4037,ASCOT (GREATER BENDIGO),2014,344500
4038,ASCOT VALE,2014,810000
